Row Labels,Affordable Housing,Alcohol Commercial,Auto Commercial,Banks and Lending,Care Commercial,Community Safety,Convenience Commercial,Education,Entertainment,Food Commercial,Gasoline Commercial,Health and Wellness,Hotel and Motel,Industrial,Infrastructure,Legal,Manufacturing,Mixed Use,Office Space,Public Space and Services,Religious,Residential,Retail Commercial,Shopping Center,Storage Commercial,Vacant Building,Grand Total,Population_16Plus,MOE_Population_16Plus,Population_LaborForce,MOE_Population_LaborForce,Population_Employed,MOE_Population_Employed,UnemploymentRate,MOE_UnemploymentRate,Households_Total,MedianIncome_dollars,MOE_MedianIncome_dollars,MeanIncome_dollars,MOE_MeanIncome_dollars
48,0,0.00148368,0,0.00148368,0,0,0.002967359,0,0.004451039,0.002967359,0,0.004451039,0,0,0,0,0,0,0,0,0,0.980712166,0,0.00148368,0,0,1,1300,124,61.4%,7.1%,60.3%,7.0%,1.8%,2.1%,664," $65,278.00 "," $11,819.00 "," $75,381.00 "," $7,083.00 "
49,0,0,0,0,0,0,0.001675042,0,0,0,0,0,0,0,0.005025126,0,0,0.003350084,0,0.001675042,0.001675042,0.986599665,0,0,0,0,1,1018,133,53.8%,8.0%,50.3%,8.6%,6.6%,6.2%,531," $39,688.00 "," $11,871.00 "," $55,202.00 "," $9,440.00 "
50,0,0,0,0,0,0,0.000986193,0.00295858,0.000986193,0,0,0,0,0,0,0,0,0.001972387,0,0.001972387,0.000986193,0.990138067,0,0,0,0,1,2139,145,79.1%,5.0%,71.4%,4.9%,9.6%,3.5%,1064," $66,371.00 "," $8,683.00 "," $84,146.00 "," $9,067.00 "
51,0,0.00109529,0.00109529,0.00109529,0,0,0.003285871,0.002190581,0,0.00109529,0,0.002190581,0,0,0,0,0,0.012048193,0,0.003285871,0.005476451,0.945235487,0.004381161,0.00109529,0,0.016429354,1,1576,171,52.3%,6.1%,43.8%,5.5%,16.4%,6.5%,840," $24,394.00 "," $6,017.00 "," $34,822.00 "," $4,493.00 "
52,0.002649007,0.001324503,0,0.001324503,0.001324503,0,0.009271523,0.001324503,0.001324503,0.002649007,0,0,0,0,0,0,0,0.02384106,0,0.005298013,0.013245033,0.927152318,0.001324503,0,0,0.00794702,1,1492,223,48.9%,5.9%,36.4%,6.4%,25.5%,9.1%,668," $22,708.00 "," $5,034.00 "," $34,021.00 "," $6,712.00 "
53,0.006550218,0,0.010917031,0,0.004366812,0,0.013100437,0.004366812,0.010917031,0.002183406,0.002183406,0.002183406,0,0,0.004366812,0,0.002183406,0.015283843,0,0.015283843,0.017467249,0.862445415,0,0,0.004366812,0.021834061,1,1212,163,41.5%,7.5%,31.2%,6.7%,24.9%,9.8%,554," $21,382.00 "," $5,436.00 "," $29,725.00 "," $5,156.00 "
54,0.000967118,0.000967118,0.002901354,0.000967118,0.000967118,0.001934236,0.003868472,0,0.000967118,0.003868472,0,0,0,0,0,0,0,0.010638298,0,0.006769826,0.00967118,0.938104449,0.001934236,0,0.001934236,0.013539652,1,2096,168,53.0%,6.7%,37.3%,7.4%,29.6%,10.3%,873," $29,938.00 "," $9,913.00 "," $49,676.00 "," $20,160.00 "
55,0,0.001118568,0.013422819,0,0,0,0.001118568,0.003355705,0.001118568,0.002237136,0,0.001118568,0,0,0.004474273,0,0.004474273,0.012304251,0.003355705,0.006711409,0.001118568,0.894854586,0.001118568,0,0.034675615,0.013422819,1,3115,318,62.5%,6.5%,58.3%,6.6%,6.8%,4.1%,1780," $28,953.00 "," $1,948.00 "," $33,992.00 "," $4,493.00 "
56.01,0.001364256,0,0,0,0.001364256,0,0,0.001364256,0,0,0,0.004092769,0,0,0.004092769,0,0,0.001364256,0,0.006821282,0.005457026,0.974079127,0,0,0,0,1,1205,84,72.0%,5.7%,68.6%,6.0%,4.6%,2.9%,690," $79,070.00 "," $5,741.00 "," $101,697.00 "," $22,190.00 "
56.02,0,0,0,0,0.011695906,0,0,0.777777778,0.005847953,0,0,0.005847953,0,0,0,0,0,0,0,0,0,0.198830409,0,0,0,0,1,3725,441,37.2%,4.0%,31.5%,3.8%,15.3%,4.6%,198," $13,304.00 "," $15,193.00 "," $38,385.00 "," $15,255.00 "
57,0,0.00255102,0.00255102,0,0,0,0.003826531,0.003826531,0,0.00127551,0,0,0,0,0,0,0,0.010204082,0,0.003826531,0.007653061,0.950255102,0.00255102,0,0,0.011479592,1,1352,141,62.7%,7.9%,54.6%,8.1%,13.0%,5.2%,723," $36,354.00 "," $11,621.00 "," $44,506.00 "," $5,753.00 "
58,0,0,0.00104712,0,0,0,0,0.00104712,0.004188482,0,0,0,0,0,0.00104712,0,0,0.00104712,0.00104712,0.003141361,0.007329843,0.978010471,0,0,0.00104712,0.00104712,1,1767,197,54.2%,5.9%,42.6%,5.9%,21.3%,7.8%,836," $29,014.00 "," $2,913.00 "," $35,750.00 "," $5,385.00 "
59,0,0,0,0,0,0,0.002980626,0.001490313,0,0,0.001490313,0.001490313,0,0,0,0,0,0.004470939,0.001490313,0,0.007451565,0.964232489,0.001490313,0,0,0.013412817,1,1327,180,50.1%,8.0%,35.8%,7.4%,28.6%,10.4%,559," $29,297.00 "," $9,934.00 "," $30,564.00 "," $5,923.00 "
60,0,0.002006689,0.001337793,0,0,0,0.002006689,0.001337793,0.001337793,0.005351171,0,0.000668896,0,0,0,0,0,0.011371237,0,0.004013378,0.006688963,0.955852843,0.002006689,0.000668896,0.002006689,0.003344482,1,2865,222,61.5%,5.8%,55.9%,5.9%,8.9%,3.6%,1541," $33,720.00 "," $7,381.00 "," $53,426.00 "," $6,764.00 "
61.01,0,0.004468275,0.008042895,0.000893655,0.00357462,0.002680965,0.004468275,0,0,0.009830206,0.002680965,0.004468275,0.000893655,0,0.002680965,0.000893655,0,0.017873101,0.00178731,0.00536193,0.006255585,0.893655049,0.014298481,0.00178731,0.000893655,0.012511171,1,3041,277,47.7%,5.6%,43.8%,5.9%,8.1%,4.8%,1422," $28,933.00 "," $4,167.00 "," $36,939.00 "," $4,209.00 "
61.02,0,0,0.049586777,0,0.008264463,0,0.008264463,0.008264463,0,0.008264463,0.016528926,0.066115702,0,0.008264463,0.008264463,0.008264463,0,0.008264463,0.090909091,0.008264463,0,0.685950413,0,0,0.008264463,0.008264463,1,1753,150,49.8%,6.8%,42.6%,7.4%,14.4%,12.4%,1330," $21,744.00 "," $2,215.00 "," $41,784.00 "," $12,715.00 "
61.03,0.000882613,0,0,0.000882613,0,0,0,0.002647838,0.000882613,0,0.000882613,0.002647838,0,0,0,0,0,0.001765225,0,0.00353045,0.000882613,0.981465137,0.000882613,0,0,0.002647838,1,2082,149,73.2%,4.1%,68.0%,5.1%,5.7%,3.5%,1054," $64,565.00 "," $5,239.00 "," $74,034.00 "," $9,506.00 "
Grand Total,0.005136107,0.002411737,0.007413859,0.001094214,0.000803912,0.000803912,0.003103995,0.006431299,0.002210759,0.006252652,0.000759251,0.003282642,0.000513611,2.23309E-05,0.002367075,0.000290302,0.001161207,0.02434068,0.004689489,0.005828365,0.004443849,0.895915679,0.003952569,0.000267971,0.005069114,0.01143342,1,,,,,,,,,,,,,
